 -5.0000000e+000  1.7729786e+002
 -4.9000000e+000  1.7210543e+002
 -4.8000000e+000  1.6749879e+002
 -4.7000000e+000  1.6002592e+002
 -4.6000000e+000  1.5252455e+002
 -4.5000000e+000  1.4332422e+002
 -4.4000000e+000  1.3362521e+002
 -4.3000000e+000  1.2384647e+002
 -4.2000000e+000  1.1652001e+002
 -4.1000000e+000  1.0850733e+002
 -4.0000000e+000  1.0368539e+002
 -3.9000000e+000  1.0051038e+002
 -3.8000000e+000  9.8607844e+001
 -3.7000000e+000  9.5767751e+001
 -3.6000000e+000  9.4330413e+001
 -3.5000000e+000  9.1438600e+001
 -3.4000000e+000  8.7386584e+001
 -3.3000000e+000  8.3168086e+001
 -3.2000000e+000  7.5742901e+001
 -3.1000000e+000  6.8180895e+001
 -3.0000000e+000  6.0437486e+001
 -2.9000000e+000  5.4406282e+001
 -2.8000000e+000  4.7455178e+001
 -2.7000000e+000  4.2911808e+001
 -2.6000000e+000  4.0024250e+001
 -2.5000000e+000  3.9351977e+001
 -2.4000000e+000  3.9082019e+001
 -2.3000000e+000  4.0243998e+001
 -2.2000000e+000  3.9835841e+001
 -2.1000000e+000  3.8447450e+001
 -2.0000000e+000  3.5637519e+001
 -1.9000000e+000  3.1676875e+001
 -1.8000000e+000  2.6057674e+001
 -1.7000000e+000  1.9519121e+001
 -1.6000000e+000  1.4188987e+001
 -1.5000000e+000  7.9520642e+000
 -1.4000000e+000  5.5497314e+000
 -1.3000000e+000  3.7473358e+000
 -1.2000000e+000  4.3386650e+000
 -1.1000000e+000  5.1012514e+000
 -1.0000000e+000  7.7746749e+000
 -9.0000000e-001  9.4983473e+000
 -8.0000000e-001  1.1297779e+001
 -7.0000000e-001  1.1563730e+001
 -6.0000000e-001  9.7350373e+000
 -5.0000000e-001  6.3718917e+000
 -4.0000000e-001  3.9783014e+000
 -3.0000000e-001 -7.1428426e-001
 -2.0000000e-001 -4.9949472e+000
 -1.0000000e-001 -7.1726069e+000
  0.0000000e+000 -7.6142665e+000
  1.0000000e-001 -7.5563073e+000
  2.0000000e-001 -4.7716651e+000
  3.0000000e-001 -7.0660062e-001
  4.0000000e-001  2.9718289e+000
  5.0000000e-001  8.0401845e+000
  6.0000000e-001  9.6319912e+000
  7.0000000e-001  1.1470138e+001
  8.0000000e-001  1.1160584e+001
  9.0000000e-001  8.8779879e+000
  1.0000000e+000  7.9726870e+000
  1.1000000e+000  5.6878533e+000
  1.2000000e+000  4.3549485e+000
  1.3000000e+000  3.2097215e+000
  1.4000000e+000  5.5083007e+000
  1.5000000e+000  9.8921212e+000
  1.6000000e+000  1.4427340e+001
  1.7000000e+000  2.0108623e+001
  1.8000000e+000  2.4936902e+001
  1.9000000e+000  3.1982227e+001
  2.0000000e+000  3.5489483e+001
  2.1000000e+000  3.8527017e+001
  2.2000000e+000  3.9655286e+001
  2.3000000e+000  3.9760370e+001
  2.4000000e+000  3.8914548e+001
  2.5000000e+000  3.8858814e+001
  2.6000000e+000  4.0317825e+001
  2.7000000e+000  4.2988914e+001
  2.8000000e+000  4.6826274e+001
  2.9000000e+000  5.2724103e+001
  3.0000000e+000  6.0384747e+001
  3.1000000e+000  6.7788916e+001
  3.2000000e+000  7.6113996e+001
  3.3000000e+000  8.3074350e+001
  3.4000000e+000  8.8021742e+001
  3.5000000e+000  9.1727430e+001
  3.6000000e+000  9.4777144e+001
  3.7000000e+000  9.6281453e+001
  3.8000000e+000  9.7590127e+001
  3.9000000e+000  9.9499847e+001
  4.0000000e+000  1.0357655e+002
  4.1000000e+000  1.0782409e+002
  4.2000000e+000  1.1664404e+002
  4.3000000e+000  1.2328989e+002
  4.4000000e+000  1.3340963e+002
  4.5000000e+000  1.4254996e+002
  4.6000000e+000  1.5211089e+002
  4.7000000e+000  1.5975420e+002
  4.8000000e+000  1.6793235e+002
  4.9000000e+000  1.7357191e+002
  5.0000000e+000  1.7673025e+002
